Name,Common Names,Scientific Name,Family,Toxicity,Toxic Principles,Clinical Signs,URL,Image URL
"Umbrella Tree","","Brassaia actinophylla","Araliaceae","Dogs; Cats","Terpenoids, saponins, insoluble oxalates","While this plant does contain potentially toxic substances, the most common effects seen are mild vomiting and diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/umbrella-tree","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/brassaia_actinophylla_umbrella_tree-300x200.jpg?itok=WtRzG7-C"
"Variegated Laurel","","Tradescantia flumeninsis","Commelinaceae","Dogs; Cats","","Dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/variegated-laurel","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/variegated-laurel.jpg?itok=RMss5RFZ"
"Variegated Inch Plant","","Tradescantia flumeninsis","Commelinaceae","Dogs; Cats","","Dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/variegated-inch-plant","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/variegated-inch-plant.jpg?itok=GMs7z_60"
"Variegated Philodendron","","Scindapsus, Philodendron spp","Araceae","Dogs; Cats","Calcium oxalate crystals","Oral irritation, intense burning and irritation of the mouth, lips, tongue, excessive drooling, vomiting, difficulty in swallowing.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/variegated-philodendron","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/variegated-philodendron.jpg?itok=r_NBMb_z"
"Vinca","","Vinca rosea","Apocynaceae","Dogs; Cats","Vinca Alkaloids","Vomiting, diarrhea, low blood pressure, depression, tremors, seizures, coma, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/vinca","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/vinca-thumbnail.jpg?itok=cj5McbFk"
"Virgin's Bower","","Clematis sp.","Ranunculaceae","Dogs; Cats","Irritant glycoside (Protoanemonin)","Salivation, vomiting, diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/virgins-bower","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/virgins-bower.jpg?itok=v-Wojvat"
"Wahoo","","Euonymus occidentalis","Celastraceae","Dogs; Cats","Alkaloids, Cardenolides","Vomiting, diarrhea, abdominal pain, weakness. Heart rhythm abnormalities with large doses.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wahoo","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wahoo.jpg?itok=JSxI-ReV"
"Warneckei Dracaena","","Dracaena deremensis","Asparagaceae","Dogs; Cats","Saponins","Vomiting (occasionally with blood), depression, anorexia, hypersalivation, dilated pupils (cats).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/warneckei-dracaena","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/dracaena_deremensis-warneckei-300x200.jpg?itok=Da-wuWHO"
"Wake Robin","","Arum maculatum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wake-robin","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum_maculatum_wake_robin-300x200.jpg?itok=sFfhzjq2"
"Water Hemlock","","Cicuta maculata","Apiaceae","Dogs; Cats","Cicutoxin","Diarrhea, seizures, tremors, extreme stomach pain, dilated pupils, fever, bloat, respiratory depression, and death","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/water-hemlock","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/water-hemlock-r.jpg?itok=T5JWtvB2"
"Water Flag","","Iris species","Iridaceae","Dogs; Cats","Pentacylic terpenoids (zeorin, missourin and missouriensin)","Salivation, vomiting, drooling,lethargy, diarrhea. Highest concentration in rhizomes.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/water-flag","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/iris-1-r.jpg?itok=RuaNhCxv"
"Wax-Leaf","","Ligustrum japonicum","Oleaceae","Dogs; Cats","Terpenoid glycosides","Gastrointestinal upset (most common), incoordination, increased heart rate, death (rare).","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wax-leaf","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/common-privet-r.jpg?itok=HzT5-Vmr"
"Weeping Fig","","Ficus sp.","Moraceae","Dogs; Cats","Proteolytic enzyme (ficin), psoralen (ficusin)","","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/weeping-fig","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/indian-rubber-plant-r.jpg?itok=lzXXOH-s"
"White Heads","","Sphenosciadium capitellatum","Apiaceae","Dogs; Cats","Furanocoumarins","Photosensitization (ulcerative and exudative dermatitis), ocular toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/white-heads","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rangers-button-r.jpg?itok=RymZjt3o"
"Western Yew","","Taxus brevifolia","Taxaceae","Dogs; Cats","Taxine A and B, Volatile oil","Tremors, difficulty breathing, vomiting, seizures (dogs), sudden death from acute heart failure.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/western-yew","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/pacific-yew-r.jpg?itok=Yk9B2BZK"
"Wild Calla","","Arum palestinum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wild-calla","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum_palestinum_wild_calla-300x200.jpg?itok=XIAAnph7"
"Wild Arum","","Arum palestinum","Araceae","Dogs; Cats","Insoluble calcium oxalates","Oral irritation, intense burning and irritation of mouth, tongue and lips, excessive drooling, vomiting, difficulty swallowing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wild-arum","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/arum_palestinum_wild_arum-300x200.jpg?itok=-UY1t2D_"
"Wild Carnation","","Dianthus caryophyllus","Caryophyllaceae","Dogs; Cats","Unknown irritant","Mild gastrointestinal signs, mild dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wild-carnation","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wild-carnation-r.jpg?itok=g3tTYBLY"
"Wild Coffee","","Polyscias guilfoylei","Araliaceae","Dogs; Cats","Saponin","Contact dermatitis, vomiting, anorexia, depression.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wild-coffee","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/coffee-tree-r.jpg?itok=zlkBo1R_"
"Winter Cherry","","Solanum pseudocapsicum","Solanaceae","Dogs; Cats","Solanine","Gastrointestinal disturbances, possible ulceration of the gastrointestinal system, seizures, depression, respiratory depression, and shock.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/winter-cherry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/jerusalem-cherry-r.jpg?itok=sF7s9elJ"
"Winterberry","","Ilex opaca","Aquifoliaceae","Dogs; Cats","saponins","Vomiting, diarrhea and depression. Leaves and berries are low toxicity.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/winterberry","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/ilex_opaca_winterberry-300x200.jpg?itok=0L3gTREZ"
"Wisteria","","Wisteria spp.","Fabaceae","Dogs; Cats","Lectin, wisterin glycoside","Vomiting (sometimes with blood), diarrhea, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wisteria","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wisteria-r.jpg?itok=PcQRV82l"
"Yarrow","","Achillea millefolium","Asteraceae","Dogs; Cats","glycoalkaloids (achillein), monoterpenes, sesquiterpene lactones (achillin)","Vomiting, diarrhea, colic, drooling, anorexia, dermatitis, depression","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yarrow","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/milfoil-r.jpg?itok=Pre-JcRd"
"Yellow Oleander","","Thevetia peruviana","Apocynaceae","Dogs; Cats","Cardenolides","Vomiting, diarrhea, slow heart rate","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yellow-oleander","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yellow-oleander-r.jpg?itok=_TDn5EAW"
"Yesterday, Today, Tomorrow","","Brunfelsia species","Solanaceae","Dogs; Cats","Brunfelsamidine","Tremors, seizures (for several days), diarrhea, vomiting, hypersalivation, lethargy, incoordination, coughing","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yesterday-today-tomorrow","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yesterday-today-tomorrow-r.jpg?itok=r7plL0Ro"
"Yew","","Taxus spp.","Taxaceae","Dogs; Cats","Taxine","Sudden death from acute cardiac failure, early signs -- muscular tremors, dyspnea, seizures in dogs","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yew","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yew-r.jpg?itok=Ouk7jkTv"
"Yew Pine","","Podocarpus macrophylla","Podocarpacaea","Dogs; Cats","Unknown","Sever vomiting and diarrhea.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yew-pine","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yew-pine.jpg?itok=MeWN8GkG"
"Yucca","","Yucca spp.","Agavaceae","Dogs; Cats","Saponins","Dogs, cats: Vomiting; Horses: liver disease, dermatitis","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/yucca","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/yucca-r.jpg?itok=zNnBLClm"
"Day Lilies (many varieties)","","Hemerocallis spp.","Xanthorrhoeaceae","Cats","Unknown","Cats: Vomiting, inappetence, lethargy, kidney failure, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/day-lilies-many-varieties","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/day-lily-r.jpg?itok=dh6zUjQq"
"Easter Lily","","Lilium longiflorum","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/easter-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/easter-lily-1-r.jpg?itok=PDUyWsaq"
"Japanese Show Lily","","Lilium speciosum","Liliaceae","Cats","Unknown","Cats: Vomiting, inappetence, lethargy, kidney failure, death.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/japanese-show-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/japanese-show-lily-r.jpg?itok=5OgPW56R"
"Lily","","Lilium species","Liliaceae","Cats","Unknown","Cats: kidney failure.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/lily-r.jpg?itok=ui0jyYmE"
"Orange Day Lily","","Hemerocallis graminea","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/orange-day-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/orange-daylily-r.jpg?itok=VoGu7CmM"
"Red Lily","","Lilium umbellatum","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/red-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/red-lily-r.jpg?itok=mkD-H1ND"
"Rubrum Lily","","Lilium speciosum","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/rubrum-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/rubrum-lily-r.jpg?itok=mLrRJ6uk"
"Stargazer Lily","","Lilium orientalis","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/stargazer-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/stargazer-lily-r.jpg?itok=ThSTX0vK"
"Tiger Lily","","Lilium tigrinum","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure, and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/tiger-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/tiger-lily-r.jpg?itok=8pCPHDGt"
"Wood Lily","","Lilium umbellatum","Liliaceae","Cats","Unknown","Vomiting, inappetence, lethargy, kidney failure and death is possible. Cats are only species known to be affected.","https://www.aspca.org/pet-care/aspca-poison-control/toxic-and-non-toxic-plants/wood-lily","https://www.aspca.org/sites/default/files/styles/medium_image_300x200/public/field/image/plants/wood-lily-r.jpg?itok=LVM87Eu3"
